carat,cut,color,price
1.2,Ideal,G,9625
1.2,Ideal,G,9625
1.06,Ideal,D,9625
1.67,Premium,H,9625
1.51,Very Good,D,9627
1.01,Premium,F,9627
1.17,Ideal,G,9630
1.64,Very Good,H,9632
1.22,Ideal,F,9633
1.12,Ideal,F,9634
0.91,Ideal,E,9636
1.51,Very Good,I,9640
1.51,Premium,I,9640
1.1,Ideal,F,9641
1.2,Ideal,F,9641
1.01,Very Good,E,9642
1.52,Very Good,H,9642
1.5,Premium,G,9645
1.5,Very Good,G,9645
1.06,Ideal,G,9645
1.02,Ideal,F,9645
1.51,Premium,E,9647
1.18,Premium,F,9648
1.09,Ideal,D,9650
2.03,Good,I,9651
1.44,Premium,F,9653
1.21,Very Good,F,9656
2.01,Premium,I,9658
2.01,Premium,I,9658
2.01,Premium,I,9658
1.76,Premium,I,9659
1.76,Ideal,F,9659
1.54,Premium,I,9659
1.0,Good,F,9660
1.23,Ideal,F,9660
1.0,Premium,D,9660
1.5,Very Good,H,9660
1.75,Ideal,J,9663
1.51,Very Good,G,9664
1.52,Very Good,I,9664
1.77,Premium,G,9664
2.68,Very Good,I,9665
1.01,Very Good,F,9667
1.09,Ideal,F,9668
1.1,Ideal,F,9669
1.51,Good,D,9674
1.2,Premium,G,9677
1.44,Good,G,9677
1.51,Fair,H,9678
1.06,Very Good,E,9680
1.07,Very Good,D,9681
1.6,Ideal,J,9681
1.51,Good,H,9681
1.51,Premium,I,9682
1.7,Fair,H,9682
1.33,Premium,G,9682
1.33,Premium,G,9682
1.62,Very Good,I,9683
1.7,Very Good,J,9683
1.45,Very Good,I,9683
1.57,Ideal,J,9683
1.03,Ideal,G,9691
1.65,Premium,F,9693
1.23,Very Good,F,9694
1.51,Very Good,H,9694
1.12,Ideal,D,9694
1.51,Ideal,H,9694
1.63,Ideal,I,9694
1.5,Premium,H,9697
1.5,Premium,H,9697
1.57,Very Good,D,9698
1.13,Premium,G,9698
1.23,Ideal,G,9698
1.33,Premium,G,9699
1.52,Premium,H,9700
1.52,Ideal,H,9700
1.5,Good,I,9702
1.5,Good,I,9702
1.25,Premium,F,9702
1.07,Ideal,G,9703
1.52,Ideal,G,9704
1.77,Premium,J,9704
1.51,Very Good,I,9704
1.55,Ideal,G,9704
1.52,Premium,H,9704
1.52,Fair,D,9704
1.04,Very Good,E,9705
1.59,Premium,E,9705
1.22,Very Good,G,9706
1.5,Very Good,H,9706
1.71,Very Good,J,9707
1.59,Premium,G,9707
1.18,Ideal,E,9709
1.51,Premium,G,9710
1.12,Ideal,E,9710
1.01,Premium,E,9711
1.01,Premium,E,9711
1.06,Ideal,E,9712
1.76,Ideal,I,9714
1.32,Ideal,G,9715
2.43,Premium,G,9716
1.53,Premium,F,9716
1.5,Good,D,9718
1.26,Premium,D,9720
1.0,Premium,F,9724
2.01,Ideal,J,9725
2.04,Premium,G,9727
1.51,Very Good,E,9727
2.02,Premium,J,9728
1.02,Very Good,F,9728
1.35,Very Good,G,9729
1.63,Premium,I,9730
1.63,Premium,G,9730
1.5,Ideal,I,9730
1.63,Good,I,9730
1.51,Very Good,E,9731
1.11,Ideal,G,9734
1.34,Very Good,H,9735
1.01,Ideal,E,9735
1.24,Premium,D,9738
1.24,Premium,F,9738
1.24,Very Good,G,9738
1.0,Very Good,D,9740
1.0,Very Good,D,9740
1.51,Good,G,9741
1.2,Ideal,G,9744
1.5,Ideal,E,9744
1.7,Very Good,H,9745
1.53,Premium,G,9747
1.41,Ideal,H,9752
1.22,Premium,D,9756
1.22,Ideal,F,9756
1.22,Premium,D,9756
1.22,Ideal,F,9756
1.21,Premium,G,9757
1.5,Very Good,I,9759
1.23,Ideal,F,9759
1.71,Premium,I,9760
1.5,Premium,I,9761
1.25,Ideal,F,9761
1.5,Ideal,I,9761
1.51,Premium,H,9762
1.55,Premium,H,9763
1.5,Good,H,9768
1.5,Premium,H,9768
1.96,Premium,H,9769
1.46,Very Good,F,9770
1.58,Good,H,9774
1.58,Good,I,9775
1.7,Premium,G,9777
1.21,Premium,G,9779
1.52,Very Good,H,9780
2.01,Very Good,I,9781
1.52,Very Good,D,9781
1.16,Ideal,G,9781
1.5,Very Good,D,9783
1.2,Ideal,G,9784
1.56,Good,F,9784
1.6,Premium,I,9784
1.56,Good,I,9784
1.05,Ideal,F,9784
1.2,Ideal,G,9785
1.09,Ideal,F,9786
1.56,Ideal,I,9788
1.24,Ideal,G,9788
0.34,Premium,I,626
0.34,Good,D,626
0.34,Ideal,I,626
0.34,Premium,I,626
0.34,Premium,D,626
0.34,Very Good,D,626
0.34,Ideal,D,626
0.34,Premium,I,626
0.34,Premium,D,626
0.34,Ideal,D,626
0.31,Very Good,G,627
0.41,Very Good,J,627
0.35,Ideal,I,627
0.27,Ideal,G,627
0.31,Ideal,E,627
0.31,Ideal,G,627
0.31,Ideal,G,627
0.31,Ideal,G,627
0.31,Ideal,G,627
0.27,Ideal,G,627
0.27,Ideal,G,627
0.5,Fair,F,627
0.5,Fair,F,627
0.33,Very Good,E,627
0.33,Very Good,E,627
0.28,Very Good,F,628
0.32,Ideal,H,628
0.32,Ideal,H,628
0.32,Ideal,H,628
0.32,Ideal,H,628
2.06,Very Good,F,9789
1.52,Premium,D,9789
1.65,Very Good,G,9791
1.86,Good,G,9791
1.88,Very Good,D,9791
1.11,Very Good,F,9792
2.01,Premium,J,9793
1.59,Ideal,G,9794
1.13,Ideal,E,9796
1.31,Very Good,F,9797
1.03,Ideal,D,9798
1.17,Ideal,G,9799
1.17,Ideal,G,9799
1.64,Ideal,E,9801
1.53,Very Good,I,9802
1.26,Very Good,E,9802
2.04,Fair,I,9802
1.23,Very Good,G,9803
1.5,Very Good,I,9804
1.07,Very Good,F,9808
1.55,Ideal,F,9808
1.01,Very Good,F,9810
1.33,Premium,G,9813
1.59,Ideal,I,9813
1.5,Ideal,J,9814
1.0,Very Good,E,9815
1.5,Very Good,F,9817
1.52,Very Good,D,9817
1.1,Ideal,F,9817
1.55,Very Good,H,9818
1.63,Ideal,J,9819
1.12,Very Good,G,9820
1.12,Ideal,G,9820
1.5,Premium,H,9820
1.51,Good,H,9821
1.51,Very Good,H,9821
1.54,Premium,D,9821
1.53,Very Good,I,9823
3.11,Fair,J,9823
1.5,Ideal,I,9827
1.5,Very Good,I,9828
1.5,Good,I,9828
1.5,Ideal,E,9828
1.5,Premium,I,9828
1.52,Premium,E,9831
1.08,Ideal,G,9831
1.51,Ideal,H,9833
1.51,Good,E,9833
1.51,Premium,H,9833
1.64,Premium,J,9836
1.23,Premium,D,9836
1.23,Ideal,D,9836
1.23,Ideal,F,9836
1.3,Very Good,G,9837
1.51,Very Good,G,9841
1.05,Ideal,E,9843
1.7,Very Good,I,9845
1.09,Ideal,F,9845
1.21,Premium,F,9846
1.57,Premium,I,9847
1.57,Premium,I,9847
2.05,Premium,I,9850
2.05,Premium,I,9850
2.05,Premium,I,9850
2.02,Very Good,G,9853
1.53,Ideal,I,9853
2.02,Fair,J,9853
1.1,Ideal,G,9856
1.6,Ideal,G,9856
1.56,Very Good,I,9857
1.05,Premium,E,9858
1.07,Ideal,E,9863
1.23,Ideal,G,9863
1.7,Ideal,H,9864
1.0,Good,F,9867
1.0,Very Good,F,9870
1.11,Ideal,D,9870
1.02,Ideal,F,9870
1.13,Ideal,G,9872
1.2,Premium,G,9873
1.21,Ideal,G,9873
1.36,Very Good,D,9874
1.57,Premium,D,9875
1.33,Premium,G,9876
1.53,Premium,I,9877
1.21,Very Good,G,9878
1.5,Good,H,9878
1.74,Ideal,D,9880
1.03,Ideal,F,9881
1.71,Good,I,9881
1.04,Premium,E,9882
1.66,Premium,J,9882
1.24,Very Good,F,9885
1.18,Ideal,E,9886
1.75,Ideal,J,9890
1.34,Ideal,G,9890
1.31,Ideal,G,9891
1.31,Ideal,G,9891
1.31,Premium,G,9891
1.51,Ideal,I,9891
1.51,Ideal,I,9891
1.5,Good,G,9892
1.51,Premium,D,9894
1.5,Very Good,D,9895
1.53,Very Good,H,9896
1.26,Premium,F,9896
1.04,Ideal,E,9897
1.52,Good,H,9898
1.52,Good,H,9898
1.76,Very Good,I,9898
1.6,Very Good,E,9900
1.5,Very Good,E,9900
1.5,Premium,E,9900
1.5,Premium,I,9900
1.5,Ideal,I,9900
1.16,Ideal,G,9901
1.16,Ideal,G,9901
1.1,Very Good,D,9901
1.7,Ideal,I,9901
1.6,Ideal,I,9901
1.7,Premium,J,9901
1.04,Ideal,E,9901
1.0,Premium,F,9901
1.5,Very Good,F,9904
1.2,Very Good,E,9904
2.04,Premium,G,9905
1.26,Ideal,G,9907
1.01,Very Good,F,9908
1.5,Good,I,9909
1.56,Premium,E,9909
1.3,Premium,F,9909
1.57,Ideal,I,9912
1.2,Ideal,D,9912
1.24,Premium,F,9916
1.24,Premium,D,9916
1.19,Ideal,G,9918
1.0,Premium,D,9918
1.0,Premium,D,9918
1.22,Ideal,F,9920
1.23,Ideal,G,9921
1.23,Ideal,G,9921
1.59,Very Good,I,9925
3.01,Premium,F,9925
1.5,Ideal,I,9926
1.54,Premium,F,9926
1.01,Very Good,E,9930
1.24,Premium,F,9930
1.11,Ideal,G,9931
1.03,Ideal,E,9932
1.25,Ideal,D,9933
1.17,Premium,D,9934
1.2,Ideal,D,9935
1.51,Very Good,E,9936
1.7,Premium,J,9939
1.21,Very Good,G,9942
1.54,Ideal,I,9942
1.6,Very Good,H,9946
1.5,Good,H,9946
1.52,Ideal,F,9948
1.52,Premium,G,9952
1.5,Premium,G,9954
1.21,Ideal,G,9954
1.5,Premium,G,9954
1.5,Premium,G,9954
1.22,Ideal,G,9954
1.5,Good,G,9954
1.01,Very Good,E,9955
1.87,Ideal,J,9955
1.52,Premium,D,9959
1.5,Very Good,D,9959
1.56,Premium,I,9959
1.52,Premium,H,9959
1.5,Very Good,I,9960
1.61,Premium,I,9961
1.61,Ideal,E,9961
1.01,Very Good,D,9965
1.01,Very Good,F,9965
1.15,Ideal,E,9967
2.06,Premium,F,9967
1.2,Very Good,G,9968
1.65,Premium,G,9970
1.53,Very Good,G,9971
1.01,Very Good,F,9972
1.59,Ideal,I,9972
1.59,Premium,F,9972
1.52,Very Good,H,9973
1.58,Ideal,I,9973
1.71,Very Good,H,9974
1.76,Ideal,H,9974
1.51,Very Good,I,9979
1.8,Good,I,9979
1.32,Premium,G,9979
1.32,Ideal,G,9979
1.02,Premium,F,9980
1.2,Very Good,G,9987
1.5,Very Good,H,9987
1.33,Premium,G,9992
1.25,Ideal,F,9996
1.5,Ideal,F,9996
1.5,Very Good,G,9996
1.7,Premium,I,9996
1.7,Fair,F,9996
1.06,Very Good,E,9997
1.54,Ideal,I,9998
1.23,Very Good,G,9999
1.26,Ideal,F,9999
2.0,Good,G,9999
1.51,Good,H,10000
1.7,Ideal,J,10002
1.03,Ideal,E,10003
1.23,Very Good,G,10004
1.25,Ideal,F,10006
2.01,Very Good,I,10009
1.21,Very Good,F,10009
1.51,Premium,I,10010
1.01,Fair,D,10011
1.05,Ideal,F,10011
1.6,Ideal,J,10011
1.51,Premium,H,10012
1.35,Premium,G,10012
1.51,Very Good,E,10012
1.51,Premium,H,10012
1.51,Ideal,H,10012
1.53,Premium,I,10013
1.13,Ideal,F,10016
1.21,Premium,F,10018
1.01,Very Good,F,10019
1.5,Very Good,G,10019
1.5,Very Good,G,10019
1.04,Ideal,E,10019
1.26,Very Good,G,10020
1.51,Premium,G,10020
1.51,Premium,H,10020
1.51,Premium,G,10020
1.51,Premium,G,10020
1.51,Premium,G,10020
1.5,Very Good,H,10023
1.12,Premium,F,10028
1.27,Premium,F,10028
1.02,Very Good,E,10029
1.66,Premium,G,10030
1.03,Very Good,F,10032
1.52,Very Good,I,10032
1.24,Premium,F,10033
1.23,Very Good,F,10035
1.54,Very Good,G,10036
1.5,Good,G,10036
1.22,Ideal,G,10038
1.3,Ideal,G,10038
1.5,Premium,H,10038
1.59,Premium,I,10039
2.09,Premium,I,10042
1.83,Premium,I,10043
1.07,Ideal,E,10043
1.76,Premium,I,10043
1.51,Very Good,H,10045
1.5,Very Good,E,10046
1.08,Ideal,F,10046
1.0,Very Good,F,10046
1.0,Premium,D,10046
1.03,Ideal,F,10049
1.52,Very Good,I,10051
1.77,Ideal,D,10051
1.08,Ideal,F,10052
1.2,Premium,G,10053
1.51,Very Good,H,10053
1.11,Ideal,G,10053
1.2,Premium,E,10053
1.2,Premium,G,10053
1.71,Premium,I,10055
1.89,Premium,G,10055
1.0,Ideal,F,10058
1.07,Ideal,F,10061
1.66,Premium,J,10062
1.53,Ideal,H,10063
1.51,Premium,H,10063
1.6,Premium,D,10064
1.2,Premium,F,10064
1.09,Premium,G,10065
1.11,Very Good,F,10069
1.34,Ideal,G,10070
1.31,Premium,G,10071
1.31,Ideal,G,10071
1.31,Ideal,G,10071
2.52,Fair,G,10076
1.53,Very Good,H,10076
1.26,Premium,F,10076
1.73,Ideal,J,10076
1.52,Premium,H,10078
1.6,Very Good,H,10078
1.52,Good,H,10078
1.52,Good,H,10078
1.19,Ideal,D,10079
1.5,Very Good,E,10080
1.5,Ideal,I,10080
1.5,Premium,I,10080
1.5,Premium,E,10080
1.5,Premium,H,10080
1.5,Ideal,H,10080
1.5,Premium,E,10080
0.32,Ideal,H,628
0.35,Ideal,I,628
0.42,Ideal,J,628
0.34,Ideal,G,628
0.32,Ideal,G,628
0.38,Ideal,E,628
0.38,Ideal,E,628
0.31,Ideal,F,628
0.39,Ideal,E,628
0.32,Good,G,628
0.34,Ideal,H,628
0.34,Very Good,H,628
0.34,Ideal,H,628
0.34,Good,H,628
0.31,Premium,H,628
0.31,Ideal,H,628
0.31,Premium,H,628
0.31,Ideal,I,628
0.31,Ideal,I,628
0.31,Premium,I,628
0.31,Premium,I,628
0.31,Ideal,I,628
0.31,Very Good,I,628
0.31,Premium,I,628
0.31,Premium,I,628
0.31,Premium,I,628
0.31,Good,I,628
0.31,Ideal,I,628
0.31,Good,I,628
0.31,Good,I,628
1.5,Premium,E,10080
1.5,Fair,E,10080
1.16,Ideal,G,10082
1.16,Ideal,G,10082
1.21,Premium,D,10083
1.71,Premium,H,10084
1.72,Good,G,10084
1.74,Ideal,E,10085
1.51,Good,G,10085
1.74,Very Good,H,10086
1.5,Premium,G,10087
1.51,Good,E,10088
1.82,Very Good,J,10090
1.51,Very Good,H,10090
1.3,Ideal,F,10090
1.3,Premium,F,10090
1.5,Very Good,I,10090
1.56,Premium,E,10090
1.5,Premium,D,10090
1.7,Premium,G,10091
1.57,Ideal,I,10093
1.07,Ideal,F,10093
1.31,Very Good,E,10094
1.49,Premium,H,10096
1.71,Ideal,I,10096
1.51,Ideal,H,10096
1.33,Good,G,10096
1.53,Premium,I,10098
1.75,Very Good,I,10098
1.61,Ideal,I,10098
1.31,Ideal,G,10099
1.22,Ideal,F,10100
1.64,Good,I,10102
1.07,Ideal,E,10104
1.59,Ideal,I,10106
1.59,Very Good,I,10106
1.8,Very Good,J,10107
1.79,Ideal,J,10108
1.22,Premium,G,10111
1.09,Premium,E,10111
1.58,Very Good,I,10112
1.0,Very Good,D,10113
1.23,Ideal,G,10113
1.51,Very Good,E,10113
1.25,Ideal,D,10114
1.17,Premium,D,10115
1.51,Very Good,G,10116
1.51,Premium,D,10122
1.5,Ideal,D,10122
1.28,Ideal,G,10126
1.43,Ideal,H,10129
1.51,Good,H,10129
1.52,Ideal,F,10129
1.52,Very Good,I,10130
1.04,Very Good,D,10130
1.07,Ideal,E,10133
1.66,Very Good,H,10134
1.5,Good,F,10134
1.0,Premium,E,10134
1.87,Ideal,J,10137
1.21,Premium,E,10137
1.24,Ideal,F,10138
1.24,Ideal,F,10138
1.5,Very Good,G,10139
1.11,Very Good,F,10141
1.1,Ideal,D,10144
1.52,Very Good,H,10145
1.53,Ideal,H,10145
1.5,Very Good,I,10147
1.01,Premium,D,10147
1.51,Ideal,E,10147
1.57,Premium,H,10149
1.52,Very Good,G,10150
1.68,Premium,I,10151
1.53,Ideal,H,10153
1.31,Ideal,G,10155
1.2,Premium,D,10161
1.8,Very Good,I,10161
1.83,Premium,H,10162
1.5,Very Good,I,10164
1.54,Premium,I,10164
1.54,Good,I,10164
1.5,Ideal,I,10164
1.67,Very Good,I,10165
1.7,Very Good,J,10165
1.61,Premium,J,10165
1.2,Premium,G,10169
1.53,Ideal,I,10171
1.2,Very Good,F,10173
1.21,Ideal,F,10177
2.19,Premium,J,10179
1.52,Premium,E,10180
1.01,Good,G,10181
2.02,Ideal,I,10181
2.09,Premium,H,10182
2.01,Fair,H,10184
2.01,Fair,H,10184
2.01,Good,I,10184
2.01,Good,I,10184
2.01,Very Good,H,10184
1.24,Very Good,E,10185
1.51,Ideal,H,10186
1.35,Ideal,G,10193
1.53,Premium,I,10196
1.09,Ideal,F,10196
1.01,Ideal,F,10197
1.58,Ideal,I,10197
1.61,Ideal,F,10197
1.57,Very Good,H,10200
1.24,Premium,G,10202
1.24,Very Good,E,10202
1.27,Premium,G,10203
1.08,Very Good,F,10204
1.5,Very Good,H,10206
1.5,Fair,H,10206
1.5,Premium,D,10206
1.57,Ideal,I,10209
1.56,Ideal,F,10210
1.51,Ideal,E,10210
1.12,Premium,F,10211
1.52,Premium,E,10214
1.52,Ideal,I,10214
1.52,Very Good,E,10214
1.5,Ideal,E,10214
1.2,Ideal,E,10214
1.51,Very Good,I,10215
1.63,Very Good,H,10216
1.51,Good,G,10216
1.55,Fair,F,10217
1.5,Ideal,G,10219
1.54,Premium,G,10219
1.5,Premium,G,10219
1.01,Premium,D,10221
1.52,Premium,G,10221
1.3,Ideal,G,10221
1.22,Ideal,G,10221
1.07,Ideal,E,10222
1.59,Premium,I,10222
1.53,Premium,H,10224
1.53,Premium,H,10224
1.51,Very Good,H,10225
1.37,Very Good,G,10226
1.13,Ideal,G,10228
1.51,Ideal,I,10232
1.21,Ideal,G,10232
1.51,Premium,G,10235
1.61,Ideal,I,10236
1.12,Ideal,F,10236
1.6,Very Good,I,10238
1.52,Ideal,H,10239
1.16,Ideal,D,10241
1.31,Ideal,F,10243
1.35,Ideal,G,10244
1.21,Premium,F,10245
1.09,Ideal,F,10246
1.7,Very Good,H,10255
1.34,Ideal,H,10255
1.5,Good,H,10256
1.21,Ideal,G,10256
1.14,Premium,E,10258
1.04,Very Good,F,10264
1.07,Ideal,D,10266
1.51,Premium,G,10267
1.72,Ideal,G,10268
1.74,Premium,H,10270
1.5,Good,G,10271
1.51,Premium,H,10274
1.55,Ideal,D,10275
1.23,Very Good,F,10276
1.51,Good,H,10277
1.55,Premium,H,10277
1.57,Ideal,I,10278
1.61,Premium,D,10278
1.54,Very Good,H,10279
1.63,Ideal,D,10281
1.53,Premium,I,10282
2.04,Ideal,I,10282
1.21,Very Good,F,10283
1.01,Ideal,E,10283
1.59,Ideal,H,10284
1.26,Very Good,F,10284
1.25,Very Good,E,10285
1.55,Ideal,I,10286
1.6,Premium,F,10286
1.07,Ideal,E,10288
1.5,Good,H,10291
1.5,Good,H,10291
1.5,Premium,H,10291
1.5,Premium,H,10291
1.52,Premium,D,10291
1.08,Ideal,E,10292
1.61,Very Good,E,10293
1.21,Ideal,G,10295
1.08,Ideal,E,10300
1.52,Premium,I,10300
1.46,Ideal,G,10302
1.5,Good,D,10302
1.26,Premium,G,10302
1.23,Ideal,G,10304
1.23,Ideal,G,10304
1.12,Ideal,G,10305
2.14,Premium,J,10306
1.52,Premium,D,10308
1.18,Ideal,G,10308
1.59,Very Good,I,10309
1.71,Ideal,J,10309
1.4,Ideal,G,10311
1.86,Ideal,J,10312
1.08,Ideal,E,10313
1.14,Ideal,G,10313
1.51,Very Good,H,10314
1.09,Ideal,E,10314
1.04,Premium,D,10314
1.54,Premium,E,10314
1.15,Ideal,F,10316
1.52,Ideal,F,10316
1.69,Very Good,E,10317
1.23,Ideal,G,10317
1.23,Ideal,G,10317
1.51,Very Good,H,10319
1.27,Very Good,G,10321
1.13,Ideal,F,10327
1.1,Very Good,F,10329
1.52,Premium,H,10330
1.52,Premium,H,10330
1.7,Premium,I,10331
1.51,Very Good,H,10331
1.56,Premium,H,10331
1.5,Premium,I,10332
1.09,Ideal,E,10333
1.56,Ideal,I,10333
1.7,Premium,H,10333
1.7,Ideal,H,10333
1.7,Premium,H,10333
1.21,Ideal,D,10335
1.57,Very Good,I,10336
1.7,Premium,H,10337
1.58,Ideal,I,10338
1.66,Ideal,F,10338
1.42,Premium,F,10338
1.53,Ideal,E,10339
2.18,Very Good,E,10340
1.6,Very Good,H,10340
1.29,Premium,F,10341
1.7,Very Good,I,10341
1.01,Premium,F,10341
1.27,Ideal,G,10342
1.17,Ideal,G,10342
1.23,Ideal,F,10342
1.58,Ideal,H,10345
1.6,Very Good,I,10346
1.0,Very Good,F,10346
1.65,Ideal,H,10349
1.54,Premium,I,10349
1.54,Very Good,I,10349
1.54,Good,I,10349
1.04,Premium,E,10350
1.1,Ideal,D,10350
1.61,Premium,J,10350
1.4,Very Good,G,10351
1.17,Ideal,F,10351
1.21,Ideal,E,10351
1.5,Fair,G,10352
1.21,Ideal,D,10353
1.59,Very Good,H,10356
1.5,Very Good,E,10356
1.58,Ideal,J,10357
1.63,Ideal,E,10357
1.31,Ideal,G,10359
1.62,Premium,I,10362
1.57,Ideal,E,10362
1.51,Very Good,D,10362
1.65,Ideal,I,10365
1.26,Premium,E,10367
1.26,Ideal,G,10367
1.2,Ideal,F,10367
1.16,Ideal,G,10368
1.26,Ideal,G,10371
1.5,Very Good,F,10372
1.5,Fair,D,10374
1.7,Premium,F,10377
1.4,Very Good,G,10378
1.21,Ideal,G,10378
1.35,Ideal,G,10378
1.5,Very Good,H,10380
1.55,Ideal,I,10384
1.02,Ideal,E,10384
1.1,Premium,E,10387
1.24,Premium,E,10388
1.24,Premium,G,10388
2.01,Ideal,I,10389
1.27,Premium,G,10389
1.52,Ideal,I,10392
1.24,Ideal,G,10395
1.13,Ideal,G,10396
1.7,Premium,I,10396
1.56,Ideal,F,10396
1.53,Premium,H,10398
1.56,Ideal,I,10399
2.01,Premium,J,10401
0.31,Very Good,I,628
0.31,Ideal,H,628
0.31,Ideal,H,628
0.31,Premium,H,628
0.31,Ideal,H,628
0.31,Premium,H,628
0.31,Ideal,H,628
0.31,Ideal,H,628
0.31,Ideal,H,628
0.31,Ideal,H,628
0.31,Premium,H,628
0.31,Very Good,H,628
0.31,Premium,H,628
0.31,Ideal,H,628
0.31,Very Good,H,628
0.31,Ideal,H,628
0.31,Very Good,H,628
0.31,Premium,H,628
0.31,Very Good,H,628
0.31,Premium,H,628
0.31,Premium,H,628
0.31,Very Good,H,628
0.31,Ideal,H,628
0.31,Premium,H,628
0.31,Ideal,H,628
0.31,Ideal,H,628
0.31,Very Good,H,628
0.31,Very Good,H,628
0.31,Very Good,H,628
0.31,Fair,G,629
1.51,Premium,I,10401
1.5,Ideal,I,10406
1.01,Premium,D,10407
1.31,Very Good,D,10409
1.1,Ideal,D,10410
1.51,Premium,H,10411
2.01,Premium,J,10412
1.11,Ideal,F,10412
2.02,Ideal,I,10412
1.37,Premium,G,10412
1.35,Premium,G,10415
2.0,Good,G,10416
2.0,Good,G,10416
1.55,Premium,I,10416
1.43,Very Good,G,10419
1.52,Ideal,I,10419
1.32,Premium,F,10423
1.56,Premium,H,10424
1.5,Very Good,H,10424
2.77,Premium,H,10424
1.4,Ideal,G,10427
1.5,Good,G,10428
1.5,Premium,G,10428
1.58,Premium,I,10428
1.5,Good,G,10428
1.52,Good,H,10428
1.71,Very Good,J,10428
1.75,Premium,J,10429
1.21,Very Good,E,10430
1.34,Premium,F,10431
1.52,Premium,D,10433
1.23,Very Good,G,10435
1.19,Ideal,F,10436
2.63,Very Good,J,10437
1.29,Premium,F,10437
1.71,Ideal,I,10438
1.16,Ideal,F,10439
1.25,Ideal,D,10441
1.11,Ideal,D,10443
1.23,Ideal,G,10445
1.14,Premium,E,10446
1.53,Very Good,H,10446
1.57,Very Good,I,10447
1.57,Very Good,H,10447
1.19,Ideal,F,10449
1.5,Fair,F,10450
1.01,Very Good,D,10453
1.07,Ideal,E,10453
3.05,Premium,E,10453
1.2,Ideal,G,10454
1.36,Ideal,G,10455
2.1,Ideal,I,10457
1.71,Premium,H,10457
1.57,Ideal,I,10462
1.09,Very Good,F,10463
1.0,Very Good,E,10463
1.2,Ideal,G,10463
1.54,Premium,H,10466
1.53,Very Good,H,10468
1.53,Very Good,H,10468
2.46,Premium,E,10470
1.59,Premium,I,10471
1.35,Ideal,G,10471
1.6,Ideal,F,10472
1.7,Premium,G,10472
1.53,Very Good,H,10473
1.39,Very Good,G,10476
1.01,Very Good,F,10476
1.72,Very Good,J,10477
1.61,Premium,F,10477
1.5,Good,H,10478
1.5,Premium,H,10478
1.5,Very Good,F,10479
1.63,Premium,I,10479
1.56,Ideal,I,10481
1.21,Ideal,G,10482
1.5,Premium,I,10483
1.21,Ideal,G,10483
2.0,Fair,I,10483
1.6,Premium,E,10483
2.0,Fair,I,10483
1.51,Premium,H,10485
1.24,Premium,G,10485
1.1,Ideal,F,10487
1.52,Premium,D,10487
2.01,Very Good,J,10490
2.0,Ideal,F,10494
1.22,Premium,F,10494
1.6,Very Good,I,10497
1.52,Very Good,H,10497
1.51,Premium,G,10497
1.69,Very Good,I,10497
1.2,Very Good,G,10497
1.01,Very Good,E,10498
1.01,Very Good,D,10499
1.55,Premium,G,10499
1.62,Ideal,I,10501
1.7,Premium,I,10501
1.51,Ideal,H,10502
1.21,Ideal,F,10504
1.19,Ideal,G,10508
1.24,Premium,G,10508
1.52,Premium,D,10512
1.14,Ideal,E,10512
1.51,Good,F,10514
1.04,Very Good,F,10515
1.5,Premium,D,10517
1.54,Very Good,I,10518
1.51,Premium,H,10519
1.7,Ideal,I,10520
1.62,Very Good,H,10521
1.57,Ideal,H,10521
1.56,Very Good,I,10523
2.0,Good,D,10528
2.0,Premium,I,10528
1.29,Premium,F,10530
1.71,Ideal,H,10534
1.71,Premium,H,10534
1.56,Ideal,H,10536
1.28,Ideal,G,10537
1.22,Ideal,D,10538
1.04,Premium,E,10539
1.33,Ideal,G,10539
1.59,Premium,H,10542
1.5,Ideal,G,10543
1.58,Ideal,H,10546
1.51,Very Good,D,10546
1.15,Ideal,D,10546
1.03,Premium,F,10546
1.55,Very Good,H,10546
1.51,Premium,H,10548
1.51,Premium,H,10548
1.57,Ideal,E,10550
1.5,Very Good,I,10551
1.66,Premium,E,10553
1.51,Ideal,G,10553
1.51,Fair,G,10553
1.21,Ideal,E,10556
1.31,Ideal,G,10556
1.26,Ideal,G,10556
1.5,Very Good,H,10558
2.01,Premium,I,10558
1.53,Ideal,I,10560
1.64,Ideal,I,10562
1.0,Fair,D,10562
1.5,Premium,H,10567
1.01,Good,E,10567
1.62,Very Good,H,10567
1.21,Ideal,G,10568
1.51,Premium,E,10570
1.56,Ideal,F,10571
1.23,Ideal,G,10572
1.86,Premium,G,10572
1.7,Premium,G,10574
1.32,Very Good,F,10575
1.51,Very Good,G,10576
1.51,Ideal,I,10576
1.1,Premium,E,10577
1.0,Ideal,F,10577
2.02,Ideal,I,10577
3.02,Fair,I,10577
1.02,Premium,D,10580
1.61,Very Good,E,10580
1.2,Premium,F,10580
1.23,Ideal,F,10580
1.79,Premium,J,10581
1.41,Ideal,G,10581
1.24,Premium,G,10584
1.5,Premium,H,10584
1.5,Very Good,H,10584
1.51,Ideal,E,10588
1.7,Ideal,J,10589
1.52,Ideal,H,10589
1.69,Premium,I,10600
1.53,Very Good,I,10602
1.35,Ideal,D,10602
1.11,Ideal,F,10602
1.03,Ideal,D,10607
1.58,Very Good,H,10608
1.43,Premium,G,10609
1.23,Very Good,F,10609
1.52,Ideal,I,10609
1.29,Ideal,G,10614
1.03,Ideal,F,10615
